"module";"topic";"question";"correct_answer";"options"
"🏦 Investissement & Bourse";"Résultats financiers";"Un 'impôt différé' apparaît au :";"B";"{""A"": ""Compte de résultat"", ""B"": ""Bilan (passif)"", ""C"": ""Tableau des flux de trésorerie"", ""D"": ""Rapport RSE""}"
"🏦 Investissement & Bourse";"Résultats financiers";"Le BPA dilué tient compte :";"A";"{""A"": ""Des stock-options et instruments convertibles"", ""B"": ""Seulement des actions existantes"", ""C"": ""Du chiffre d'affaires"", ""D"": ""Des dettes""}"
"🏦 Investissement & Bourse";"Résultats financiers";"La 'charge exceptionnelle' :";"B";"{""A"": ""Est récurrente (ex: salaires)"", ""B"": ""Est liée à un événement non courant"", ""C"": ""N'affecte pas le résultat net"", ""D"": ""Augmente les capitaux propres""}"
"🏦 Investissement & Bourse";"Résultats financiers";"Le 'goodwill' s'amortit :";"A";"{""A"": ""Jamais (testé pour dépréciation)"", ""B"": ""Sur 5 ans"", ""C"": ""Directement en charges"", ""D"": ""Au bilan uniquement""}"
"🏦 Investissement & Bourse";"Résultats financiers";"Le résultat net part du groupe est :";"A";"{""A"": ""Le bénéfice après impôts et intérêts minoritaires"", ""B"": ""Le chiffre d'affaires consolidé"", ""C"": ""La trésorerie disponible"", ""D"": ""Les capitaux propres""}"
"🏦 Investissement & Bourse";"Résultats financiers";"Le ratio dette / capitaux propres mesure :";"A";"{""A"": ""La solvabilité à long terme"", ""B"": ""La rentabilité"", ""C"": ""La liquidité"", ""D"": ""La croissance du CA""}"
"🏦 Investissement & Bourse";"Résultats financiers";"Un 'déficit reporté' au bilan signifie :";"A";"{""A"": ""Des pertes antérieures non absorbées"", ""B"": ""Un bénéfice record"", ""C"": ""Une forte trésorerie"", ""D"": ""Une dette nulle""}"
"🏦 Investissement & Bourse";"Résultats financiers";"L'EBITDA est utilisé car il exclut :";"A";"{""A"": ""Les impôts, intérêts, amortissements"", ""B"": ""Le chiffre d'affaires"", ""C"": ""Les stocks"", ""D"": ""Les capitaux propres""}"
"🏦 Investissement & Bourse";"Résultats financiers";"Les provisions au passif du bilan couvrent :";"A";"{""A"": ""Des risques ou pertes futures probables"", ""B"": ""Des bénéfices distribuables"", ""C"": ""Des actifs surnuméraires"", ""D"": ""Des réserves légales""}"
"🏦 Investissement & Bourse";"Résultats financiers";"Le CA consolidé inclut :";"B";"{""A"": ""Seulement la maison-mère"", ""B"": ""Les filiales contrôlées"", ""C"": ""Les concurrents"", ""D"": ""Les fournisseurs""}"
"🏦 Investissement & Bourse";"Résultats financiers";"La capacité d'autofinancement sert à :";"A";"{""A"": ""Rembourser la dette ou investir"", ""B"": ""Calculer le PER"", ""C"": ""Évaluer le goodwill"", ""D"": ""Mesurer la volatilité""}"
"🏦 Investissement & Bourse";"Résultats financiers";"Le résultat opérationnel courant exclut :";"B";"{""A"": ""Les charges salariales"", ""B"": ""Les éléments exceptionnels et non récurrents"", ""C"": ""Le chiffre d'affaires"", ""D"": ""Les amortissements""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le BRVM (Bourse Régionale des Valeurs Mobilières) couvre :";"B";"{""A"": ""L'Afrique du Sud"", ""B"": ""Les pays de l'UEMOA (Côte d'Ivoire, Sénégal...)"", ""C"": ""Le Maghreb"", ""D"": ""L'Égypte""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le JSE All Share Index est l'indice principal de :";"B";"{""A"": ""Nairobi"", ""B"": ""Johannesburg"", ""C"": ""Lagos"", ""D"": ""Casablanca""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice EGX 30 représente la bourse de :";"C";"{""A"": ""Tunis"", ""B"": ""Alger"", ""C"": ""Le Caire"", ""D"": ""Rabat""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le NSE All Share Index suit le marché de :";"B";"{""A"": ""Ghana"", ""B"": ""Nigeria (Lagos)"", ""C"": ""Kenya"", ""D"": ""Maroc""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le BRVM 10 est :";"A";"{""A"": ""L'indice des 10 plus grosses capitalisations de la BRVM"", ""B"": ""Un fonds souverain"", ""C"": ""Une réglementation boursière"", ""D"": ""Un indice de volatilité""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"La Bourse de Casablanca (Maroc) a pour indice phare :";"A";"{""A"": ""MASI"", ""B"": ""NSE"", ""C"": ""EGX"", ""D"": ""BRVM""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le JSE inclut des géants comme :";"B";"{""A"": ""Sonatrach"", ""B"": ""MTN Group et Naspers"", ""C"": ""Ecobank"", ""D"": ""Dangote Cement""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice NSE 30 au Nigeria :";"B";"{""A"": ""Couvre 30 banques"", ""B"": ""Suit les 30 principales capitalisations"", ""C"": ""Est calculé à Abidjan"", ""D"": ""Exclut l'énergie""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"La Bourse de Tunis (Tunisie) utilise l'indice :";"A";"{""A"": ""TUNINDEX"", ""B"": ""EGX 70"", ""C"": ""GSE Composite"", ""D"": ""SEMDEX""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le Dangote Cement est coté sur :";"C";"{""A"": ""BRVM"", ""B"": ""JSE"", ""C"": ""NSE (Nigeri"", ""D"": ""Casablanca""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le SEMDEX est l'indice de :";"A";"{""A"": ""Maurice"", ""B"": ""Madagascar"", ""C"": ""Mali"", ""D"": ""Mozambique""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice S&P Africa 40 :";"A";"{""A"": ""Cible 40 entreprises africaines"", ""B"": ""Couvre uniquement l'Afrique du Sud"", ""C"": ""Est un indice obligataire"", ""D"": ""N'existe plus""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"La Bourse du Kenya (NSE) a pour indice principal :";"A";"{""A"": ""NSE 20"", ""B"": ""BRVM 10"", ""C"": ""EGX 100"", ""D"": ""MASI""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'UEMOA regroupe :";"C";"{""A"": ""Les pays anglophones"", ""B"": ""Les pays d'Afrique centrale"", ""C"": ""Les pays d'Afrique de l'Ouest francophone"", ""D"": ""Les pays du Maghreb""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le plus ancien marché boursier d'Afrique est :";"B";"{""A"": ""Le Caire (Égypte)"", ""B"": ""Johannesburg (Afrique du Su"", ""C"": ""Lagos (Nigeri"", ""D"": ""Nairobi (Keny""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice GSE Composite (Ghana Stock Exchange) :";"B";"{""A"": ""Est dominé par le pétrole"", ""B"": ""Inclut des sociétés comme MTN Ghana"", ""C"": ""N'a que 5 valeurs"", ""D"": ""Est calculé à Paris""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le BRVM est situé à :";"C";"{""A"": ""Dakar"", ""B"": ""Lomé"", ""C"": ""Abidjan"", ""D"": ""Cotonou""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'entreprise Sonatrach (énergie) est cotée à :";"D";"{""A"": ""Alger (non cotée)"", ""B"": ""Casablanca"", ""C"": ""Tunis"", ""D"": ""Aucune bourse africaine (étatique)""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le Botswana Stock Exchange utilise l'indice :";"A";"{""A"": ""BSE DCI"", ""B"": ""NSX"", ""C"": ""LUSE"", ""D"": ""MSM""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice 'FTSE/JSE Africa Index Series' couvre :";"B";"{""A"": ""Toute l'Afrique"", ""B"": ""Principalement l'Afrique du Sud"", ""C"": ""L'Afrique francophone"", ""D"": ""Les pays du Sahel""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"L'analyse fondamentale évalue :";"B";"{""A"": ""Les graphiques de cours"", ""B"": ""La santé financière et la valeur intrinsèque d'une entreprise"", ""C"": ""La psychologie des marchés"", ""D"": ""Les volumes de transactions""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le PER (Price-Earnings Ratio) se calcule par :";"A";"{""A"": ""Cours de l'action / Bénéfice par action (BP"", ""B"": ""Chiffre d'affaires / Dette"", ""C"": ""Dividende / Cours de l'action"", ""D"": ""Actifs / Passifs""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Un PER élevé indique souvent :";"B";"{""A"": ""Une décote du marché"", ""B"": ""Une croissance future attendue"", ""C"": ""Un dividende élevé"", ""D"": ""Un faible risque""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le ROE (Return on Equity) mesure :";"B";"{""A"": ""L'endettement"", ""B"": ""La rentabilité des capitaux propres"", ""C"": ""La liquidité"", ""D"": ""La part de marché""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le ratio 'Dette Nette / EBITDA' évalue :";"A";"{""A"": ""La capacité de remboursement"", ""B"": ""La profitabilité"", ""C"": ""La rotation des stocks"", ""D"": ""Le rendement du dividende""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"La marge opérationnelle est :";"B";"{""A"": ""Résultat net / Chiffre d'affaires"", ""B"": ""Résultat d'exploitation / Chiffre d'affaires"", ""C"": ""EBITDA / Dette"", ""D"": ""Trésorerie / Passif courant""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Un 'free cash-flow' élevé permet à l'entreprise de :";"B";"{""A"": ""Réduire son chiffre d'affaires"", ""B"": ""Payer des dividendes ou investir"", ""C"": ""Augmenter sa dette"", ""D"": ""Fermer des usines""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le P/BV (Price-to-Book Value) compare :";"A";"{""A"": ""Cours de l'action / Valeur comptable par action"", ""B"": ""Cours / Bénéfice"", ""C"": ""Dette / Capitaux propres"", ""D"": ""Dividende / Cours""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le bénéfice net est :";"A";"{""A"": ""Le chiffre d'affaires moins les charges"", ""B"": ""La trésorerie disponible"", ""C"": ""La valeur des actifs"", ""D"": ""Les capitaux propres""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Un ratio de distribution de dividende > 100% :";"B";"{""A"": ""Est un signal positif"", ""B"": ""Indique que l'entreprise puise dans ses réserves"", ""C"": ""Montre une faible dette"", ""D"": ""Est typique des startups""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"L'EBITDA exclut :";"B";"{""A"": ""Les impôts et intérêts"", ""B"": ""Les amortissements"", ""C"": ""Le chiffre d'affaires"", ""D"": ""Les salaires""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le 'goodwill' dans un bilan représente :";"B";"{""A"": ""La trésorerie"", ""B"": ""La survaleur payée lors d'une acquisition"", ""C"": ""La dette à long terme"", ""D"": ""Les stocks""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le BPA (Bénéfice par action) est :";"A";"{""A"": ""Résultat net / Nombre d'actions"", ""B"": ""Cours de l'action / PER"", ""C"": ""Dividende total / Nombre d'actions"", ""D"": ""Chiffre d'affaires / Action""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Un ratio courant (Current Ratio) < 1 signifie que :";"B";"{""A"": ""L'entreprise est très rentable"", ""B"": ""Les actifs à court terme < passifs à court terme"", ""C"": ""La dette est maîtrisée"", ""D"": ""Le dividende est sûr""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"La valeur intrinsèque d'une action :";"B";"{""A"": ""Est toujours égale au cours de bourse"", ""B"": ""Est estimée via des modèles (DCF, comparables)"", ""C"": ""Dépend des tendances graphiques"", ""D"": ""Change chaque minute""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le 'cost of equity' (coût des capitaux propres) est utilisé dans :";"B";"{""A"": ""Le calcul du PER"", ""B"": ""Le modèle d'actualisation des dividendes (DGM)"", ""C"": ""L'analyse technique"", ""D"": ""Le calcul du ROE""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Un actif incorporel peut être :";"A";"{""A"": ""Un brevet ou une marque"", ""B"": ""Une machine"", ""C"": ""Des liquidités"", ""D"": ""Un terrain""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Le ratio PEG (PER / croissance) ajuste le PER par :";"B";"{""A"": ""Le dividende"", ""B"": ""La croissance anticipée des bénéfices"", ""C"": ""L'inflation"", ""D"": ""La volatilité""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"Dans un bilan comptable, l'équation fondamentale est :";"A";"{""A"": ""Actif = Passif + Capitaux propres"", ""B"": ""Produits = Charges"", ""C"": ""CA = Prix × Quantité"", ""D"": ""Résultat = CA - Coûts""}"
"🏦 Investissement & Bourse";"Analyse fondamentale";"La méthode DCF (Discounted Cash Flow) actualise :";"B";"{""A"": ""Les dividendes passés"", ""B"": ""Les flux de trésorerie futurs"", ""C"": ""Les cours historiques"", ""D"": ""Les dettes""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le BRVM couvre :";"B";"{""A"": ""L'Afrique du Sud"", ""B"": ""Les pays de l'UEMOA (Côte d'Ivoire, Sénégal...)"", ""C"": ""Le Maghreb"", ""D"": ""L'Égypte""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le JSE All Share Index est l'indice principal de :";"B";"{""A"": ""Nairobi"", ""B"": ""Johannesburg"", ""C"": ""Lagos"", ""D"": ""Casablanca""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice EGX 30 représente la bourse de :";"C";"{""A"": ""Tunis"", ""B"": ""Alger"", ""C"": ""Le Caire"", ""D"": ""Rabat""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le NSE All Share Index suit le marché de :";"B";"{""A"": ""Ghana"", ""B"": ""Nigeria (Lagos)"", ""C"": ""Kenya"", ""D"": ""Maroc""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le BRVM 10 est :";"A";"{""A"": ""L'indice des 10 plus grosses capitalisations de la BRVM"", ""B"": ""Un fonds souverain"", ""C"": ""Une réglementation boursière"", ""D"": ""Un indice de volatilité""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice phare de Casablanca (Maroc) est :";"A";"{""A"": ""MASI"", ""B"": ""NSE"", ""C"": ""EGX"", ""D"": ""BRVM""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le JSE inclut des géants comme :";"B";"{""A"": ""Sonatrach"", ""B"": ""MTN Group et Naspers"", ""C"": ""Ecobank"", ""D"": ""Dangote Cement""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice NSE 30 au Nigeria :";"B";"{""A"": ""Couvre 30 banques"", ""B"": ""Suit les 30 principales capitalisations"", ""C"": ""Est calculé à Abidjan"", ""D"": ""Exclut l'énergie""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice principal de la Bourse de Tunis est :";"A";"{""A"": ""TUNINDEX"", ""B"": ""EGX 70"", ""C"": ""GSE Composite"", ""D"": ""SEMDEX""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Dangote Cement est coté sur :";"C";"{""A"": ""BRVM"", ""B"": ""JSE"", ""C"": ""NSE (Nigeri"", ""D"": ""Casablanca""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le SEMDEX est l'indice de :";"A";"{""A"": ""Maurice"", ""B"": ""Madagascar"", ""C"": ""Mali"", ""D"": ""Mozambique""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le S&P Africa 40 :";"A";"{""A"": ""Cible 40 entreprises africaines"", ""B"": ""Couvre uniquement l'Afrique du Sud"", ""C"": ""Est un indice obligataire"", ""D"": ""N'existe plus""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'indice principal de la Bourse de Nairobi est :";"A";"{""A"": ""NSE 20"", ""B"": ""BRVM 10"", ""C"": ""EGX 100"", ""D"": ""MASI""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"L'UEMOA regroupe :";"C";"{""A"": ""Les pays anglophones"", ""B"": ""Les pays d’Afrique centrale"", ""C"": ""Les pays d’Afrique de l’Ouest francophone"", ""D"": ""Les pays du Maghreb""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le plus ancien marché boursier d'Afrique est :";"B";"{""A"": ""Le Caire (Égypte)"", ""B"": ""Johannesburg (Afrique du Su"", ""C"": ""Lagos (Nigeri"", ""D"": ""Nairobi (Keny""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le GSE Composite (Ghana) :";"B";"{""A"": ""Est dominé par le pétrole"", ""B"": ""Inclut des sociétés comme MTN Ghana"", ""C"": ""N'a que 5 valeurs"", ""D"": ""Est calculé à Paris""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le siège de la BRVM est à :";"C";"{""A"": ""Dakar"", ""B"": ""Lomé"", ""C"": ""Abidjan"", ""D"": ""Cotonou""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Sonatrach est :";"D";"{""A"": ""Cotée à Alger"", ""B"": ""Cotée à Casablanca"", ""C"": ""Cotée à Tunis"", ""D"": ""Non cotée (étatique)""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"Le Botswana Stock Exchange utilise l’indice :";"A";"{""A"": ""BSE DCI"", ""B"": ""NSX"", ""C"": ""LUSE"", ""D"": ""MSM""}"
"🏦 Investissement & Bourse";"Indices boursiers africains";"La série FTSE/JSE Africa Index couvre :";"B";"{""A"": ""Toute l’Afrique"", ""B"": ""Principalement l’Afrique du Sud"", ""C"": ""L’Afrique francophone"", ""D"": ""Les pays du Sahel""}"
"🏦 Investissement & Bourse";"Indices boursiers mondiaux";"Le CAC 40 est l'indice phare de :";"B";"{""A"": ""La Bourse de Londres"", ""B"": ""Euronext Paris"", ""C"": ""La Bourse de New York"", ""D"": ""La Bourse de Tokyo""}"
"🏦 Investissement & Bourse";"Indices boursiers mondiaux";"Le S&P 500 représente principalement :";"B";"{""A"": ""500 entreprises technologiques européennes"", ""B"": ""Les 500 plus grandes capitalisations américaines"", ""C"": ""Des obligations d'État américaines"", ""D"": ""Des matières premières""}"
